word,Composition_types,PoS,N_of_component,PoS_1component,PoS_2component,X1810s,X1820s,X1830s,X1840s,X1850s,X1860s,X1870s,X1880s,X1890s,X1900s,X1910s,X1920s,X1930s,X1940s,X1950s,X1960s,X1970s,X1980s,X1990s,X2000s,total
thin-lipped,so,adj,2,adj,V-ed,0,0,0,0.06,0.06,0.06,0.16,0.1,0.19,0.27,0.26,0.7,0.77,0.25,0.73,0.63,0.67,0.47,0.29,0.34,6.02
arm-in-arm,co,adj,3,,,0,0.14,0.07,0.69,0.91,0.29,0.81,0.44,0.34,0.27,0.31,0.43,0.28,0.16,0.08,0.13,0.08,0.28,0.21,0.07,6
split-second,rh,adj,2,V-ed,noun,0,0,0,0,0,0,0,0,0,0,0,0.19,0.45,0.7,0.94,0.75,0.76,0.51,0.75,0.95,6
child-bearing,so,adj,2,noun,V-ing,0,0,0,0,0.12,0.06,0.05,0.2,2.28,0,0.31,0.31,0.37,0.37,0.33,0.63,0.5,0.24,0.07,0.17,6
cost-effective,so,adj,2,noun,adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.87,3.11,1.72,5.92
east-west,co,adj,2,noun,noun,0,0,0,0,0,0,0,0,0,0.14,0,0.16,0.33,0.82,0.73,0.88,0.76,0.36,1.36,0.34,5.86
adjutant-general,so,noun,2,noun,adj,0,0.14,0.8,0.25,0.24,0.18,1.45,0.64,1.8,0.14,0.09,0,0.04,0.08,0,0,0,0,0,0,5.85
four-in-hand,so,noun,3,,,0,0.14,0.15,0.19,0.06,0,1.08,0.39,0.92,0.5,0.75,0.23,0.37,0.16,0.33,0.17,0.17,0.08,0,0.14,5.82
high-voltage,rh,adj,2,adj,noun,0,0,0,0,0,0,0,0,0,0.05,0,0.74,0.61,0.66,0.49,0.38,0.76,0.63,0.64,0.85,5.79
round-the-clock,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.08,0.69,0.79,0.97,0.91,1.18,1.08,5.78
man-to-man,co,adj,3,,,0,0,0,0,0,0,0,0,0,0.23,0.04,0.19,0.45,0.49,0.53,1.33,0.8,0.59,0.72,0.41,5.78
secretary-general,so,noun,2,noun,adj,0,0,0,0,0,0,0,0,0,0,0,0.58,0.04,0.08,0.9,0.21,0.55,0.47,2.25,0.68,5.76
oil-rich,so,adj,2,noun,adj,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.37,1.1,0.75,1.26,1.07,0.47,0.68,5.73
long-drawn-out,rh,adj,3,,,0,0,0,0,0.06,0,0,0.3,0.05,0.27,0.53,0.78,1.1,0.9,0.57,0.33,0.38,0.2,0.14,0.1,5.71
long-drawn-out,rh,adj,3,,,0,0,0,0,0.06,0,0,0.3,0.05,0.27,0.53,0.78,1.1,0.9,0.57,0.33,0.38,0.2,0.14,0.1,5.71
free-and-easy,co,adj,3,,,0,0,0.22,0.12,0.79,0.64,0.97,0.79,0.49,0.18,0.26,0.27,0,0.21,0.33,0.17,0,0.04,0.04,0.1,5.61
off-limits,rh,adj,2,prep,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.29,0.25,0.71,1.93,2.1,5.61
cutting-edge,rh,adj,2,V-ing,noun,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0.04,0,0,0.2,2.04,3.21,5.58
life-and-death,co,adj,3,,,0,0,0,0,0.06,0.18,0.22,0.25,0.24,0.14,0.22,0.08,0.28,0.49,0.65,0.71,0.63,0.28,0.5,0.64,5.56
all-inclusive,so,adj,2,det,adj,0,0,0,0,0,0.06,0.11,0.1,0.05,0.09,0.22,0.55,0.61,0.86,0.49,0.71,0.25,0.2,0.25,1.01,5.55
after-tax,rh,adj,2,prep,noun,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.12,0.33,0.55,1.22,1.22,0.71,5.54
most-favored-nation,rh,adj,3,,,0,0,0,0,0,0,0,0.05,0,0.18,0,0.27,0.45,2.92,0.08,0.25,0.67,0.32,0.21,0.07,5.47
devil-may-care,rh,adj,3,,,0,0,0.07,0.19,0.18,0.41,0.32,0.25,0.24,0.77,0.31,0.47,0.53,0.21,0.29,0.38,0.25,0.24,0.04,0.34,5.47
die-hard,rh,noun,2,v,adv,0,0,0,0,0,0,0,0,0,0,0,0.31,0.73,0.45,0.45,0.67,0.25,0.55,0.68,1.32,5.41
forget-me-nots,rh,noun,3,,,0,0,0.15,0,0.24,0.41,0.22,0.54,0.44,0.68,0.57,0.39,0.24,0.41,0.37,0.17,0.21,0,0.18,0.14,5.35
first-degree,rh,adj,2,num,noun,0,0,0,0,0,0,0,0,0.05,0,0,0.19,0.24,0.33,0.29,0.75,0.8,1.03,0.68,0.95,5.3
lieutenant-colonel,so,noun,2,noun,adj,0,0.29,0.22,0.31,0.12,0.64,0.38,0.59,0.49,0.41,0.44,0.43,0.16,0.04,0.08,0.21,0.29,0.08,0,0,5.18
still-life,rh,adj,2,adj,noun,0,0.14,0.07,0.06,0.06,0,0.05,0.39,0.97,0.09,0.31,0.27,0.2,0.08,0.33,0.21,0.29,0.36,0.93,0.34,5.17
man-at-arms,so,noun,3,,,0,0,0.44,1.18,1.4,0.12,0.05,0.15,0.19,0.23,0,0.12,0.04,0,0.29,0.04,0.17,0.32,0.04,0.41,5.17
double-digit,rh,adj,2,adj,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.19,1.54,1.42,5.15
take-home,rh,adj,2,v,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,1.1,0.58,0.76,0.51,1,0.41,5.14
high-frequency,rh,adj,2,adj,noun,0,0,0,0,0,0,0,0,0,0.18,0,0.43,0.61,0.37,0.9,0.33,0.29,0.75,0.82,0.44,5.13
up-and-coming,co,adj,3,,,0,0,0,0,0,0,0,0,0,0.05,0.04,0.39,0.24,0.25,0.49,0.38,0.21,0.67,0.68,1.69,5.09
double-edged,rh,adj,2,adj,N-ed,0,0.14,0.07,0.12,0.24,0.12,0.16,0.15,0,0.32,0.26,0.08,0.12,0.21,0.16,0.33,0.55,0.51,0.72,0.81,5.08
never-to-be-forgotten,rh,adj,4,,,0,0.14,0.29,0.19,0.67,0.35,0.54,0.44,0.44,0.5,0.48,0.43,0.08,0.08,0.08,0.17,0.08,0,0.04,0.07,5.07
better-known,so,adj,2,adj,V-ed,0,0,0,0,0,0,0.05,0,0.1,0.18,0.09,0.19,0.33,0.29,0.49,0.54,0.59,0.51,0.79,0.81,4.96
war-torn,so,adj,2,noun,V-ed,0,0,0,0,0,0,0.05,0,0,0,0,0.27,0.24,0.45,0.45,0.29,0.55,0.55,1.04,1.05,4.95
man-eating,so,adj,2,noun,V-ing,0,0,0,0.12,0,0.06,0,0.15,0.39,0.23,0.35,0.55,0.24,0.66,0.24,0.38,0.42,0.24,0.5,0.41,4.93
rock-and-roll,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.42,1.13,2.17,0.68,0.37,4.9
full-bodied,rh,adj,2,adj,N-ed,0,0,0,0,0,0.06,0.22,0,0.1,0.09,0.13,0.19,0.37,0.29,0.65,0.29,0.38,0.67,0.75,0.71,4.9
upper-middle-class,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.58,1.34,0.87,0.75,1.08,4.87
end-to-end,co,adj,3,,,0,0.14,0.29,0.19,1.15,1.35,0.59,0,0,0,0,0,0.04,0.04,0.12,0.04,0.17,0.4,0.18,0.17,4.87
off-screen,rh,adv,2,prep,noun,0,0,0,0,0,0,0,0,0,0,0,0.08,0.04,0.04,0.2,1,2.69,0.36,0.29,0.17,4.86
run-of-the-mill,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.33,0.86,0.41,0.88,0.63,0.59,0.43,0.68,4.84
ocean-going,so,adj,2,noun,V-ing,0,0,0,0,0,0,0,0.05,0.1,0.23,0.4,0.47,0.53,0.7,0.77,0.63,0.34,0.4,0.14,0.1,4.84
floor-to-ceiling,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.16,0.42,0.88,0.4,0.89,2,4.79
on-the-job,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.24,1,0.84,0.99,1.11,0.54,4.76
oil-producing,so,adj,2,noun,V-ing,0,0,0,0,0,0.06,0,0.05,0,0,0.04,0.04,0.33,0.49,0.33,0.25,1.51,1.03,0.25,0.37,4.75
such-and-such,co,noun,3,,,0,0,0,0,0,0.06,0.05,0.05,0,0.14,0.22,0.35,0.57,0.25,0.73,0.88,0.42,0.4,0.43,0.2,4.74
light-skinned,rh,adj,2,noun,N-ed,0,0,0,0,0,0,0,0,0,0,0.04,0,0.08,0.21,0.41,0.79,0.42,0.47,0.86,1.45,4.74
middle-of-the-road,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0.08,0.33,0.53,1.18,0.92,0.46,0.75,0.18,0.3,4.73
whip-poor-will,NA,noun,3,,,0,0.58,0.58,0.56,0.55,0.35,0.11,0.2,0.44,0.45,0.35,0.35,0.12,0,0.04,0,0,0,0,0.03,4.71
heart-to-heart,co,adj,3,,,0,0,0,0,0,0,0,0,0,0.36,0.62,0.47,0.16,0.7,0.41,0.17,0.38,0.51,0.43,0.47,4.68
pay-as-you-go,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0.09,0.19,0.81,0.99,0.98,0.54,0.25,0.32,0.25,0.24,4.66
store-bought,so,adj,2,noun,V-ed,0,0,0,0,0,0,0,0,0,0.05,0,0,0.16,0.12,0.16,0.33,0.67,0.67,1.11,1.35,4.63
five-star,rh,adj,2,num,noun,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.41,0.41,0.54,0.42,0.28,0.68,1.69,4.55
on-the-spot,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.78,1.3,0.88,0.5,0.36,0.32,0.27,4.53
off-the-record,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.53,1.14,0.75,0.46,0.32,0.21,1.01,4.51
born-again,rh,adj,2,V-ed,adv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1.58,1.18,1.32,4.5
day-by-day,co,adj,3,,,0,0,0,0.06,0,0.12,0,0,0.05,0.05,0.09,0.43,0.33,0.62,0.81,0.63,0.59,0.28,0.18,0.27,4.49
thumbs-up,rh,noun,2,noun,prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.13,0.46,0.91,1.07,1.69,4.47
second-generation,rh,adj,2,num,noun,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.12,0.29,0.5,0.46,0.71,1.11,1.22,4.45
ground-based,so,adj,2,noun,V-ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.08,0.55,2.22,1.05,4.24
labor-intensive,so,adj,2,noun,adj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.99,1.4,1.32,4.16
tug-of-war,so,noun,3,,,0,0,0,0,0,0,0,0,0.1,0,0.04,0.12,0.37,0.37,0.2,0.42,0.5,0.67,0.5,0.85,4.14
rough-and-ready,co,adj,3,,,0,0,0,0,0.06,0.29,0.27,0.15,0.29,0.41,0.44,0.47,0.33,0.41,0.2,0.13,0.13,0.2,0.21,0.14,4.12
same-sex,rh,adj,2,adj,noun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.08,0.61,3.38,4.11
house-to-house,co,adj,3,,,0,0,0,0,0,0.06,0.05,0.05,0.29,0.18,0.22,0.23,0.41,0.7,0.45,0.33,0.46,0.28,0.18,0.2,4.09
coat-of-arms,so,noun,3,,,0,0,0.15,0.06,0.18,0.41,0.48,0.39,0.24,0.27,0.57,0.39,0.33,0.21,0,0.08,0.17,0.04,0.11,0,4.08
leap-frog,so,verb,2,v,noun,0.85,0,0.29,0.5,0.18,0.29,0.27,0.25,0.19,0.32,0.04,0.31,0,0.08,0.08,0.04,0.08,0.04,0.11,0.07,4
round-the-world,rh,adj,3,,,0,0,0,0,0,0,0,0.05,0.05,0,0.04,0.55,0.61,0.86,0.57,0.42,0.38,0.12,0.14,0.2,3.99
lady-in-waiting,so,noun,3,,,0,0,0,0,0.06,0,0.11,0.15,0.39,0.23,0.13,1.09,0.37,0.21,0.08,0.17,0.34,0.12,0.18,0.37,3.98
head-to-head,co,adj,3,,,0,0,0,0.06,0,0,0,0,0,0.05,0,0,0.12,0.04,0.04,0.42,0.5,0.83,0.97,0.91,3.94
law-and-order,co,adj,3,,,0,0,0,0,0,0,0,0,0,0.05,0.04,0.04,0,0.04,0.12,0.63,1.55,0.83,0.07,0.54,3.91
hand-to-mouth,rh,adj,3,,,0,0,0.07,0,0.12,0.06,0.11,0.15,0.19,0.18,0.35,0.66,0.37,0.29,0.29,0.04,0.21,0.2,0.32,0.27,3.88
question-and-answer,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.16,0.41,0.67,0.92,0.47,0.43,0.68,3.86
half-and-half,co,adj,3,,,0,0,0.22,0.31,0.12,0.29,0.05,0,0.05,0.18,0,0.08,0,0.16,0.08,0.08,0.17,0.47,0.64,0.81,3.73
pen-and-ink,co,adj,3,,,0,0.14,0.07,0.19,0.06,0,0.38,0.15,0.34,0.59,0.18,0.16,0,0.16,0.12,0.25,0.42,0.2,0.21,0.1,3.72
president-elect,so,noun,2,noun,v,0,0,0,0,0,0,0,0,0,0.05,0.04,0.04,0.28,0.16,0.16,0.21,0.34,0.47,1.11,0.81,3.68
case-by-case,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.12,0.25,0.84,0.51,1.18,0.64,3.59
first-place,rh,adj,2,num,noun,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.25,0.29,0.04,0.5,1.03,0.61,0.74,3.58
four-wheel-drive,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0.08,0.46,0.67,1.36,0.88,3.54
stock-in-trade,so,noun,3,,,0,0,0.07,0.06,0,0.12,0.27,0.25,0.19,0.32,0.18,0.23,0.41,0.29,0.04,0.08,0.13,0.28,0.36,0.24,3.5
baby-faced,rh,adj,2,noun,N-ed,0,0.14,0,0,0.12,0,0,0.1,0,0.14,0.09,0.04,0.33,0.25,0.33,0.25,0.25,0.43,0.39,0.61,3.46
surface-to-air,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.42,0.46,1.62,0.36,0.37,3.39
out-of-pocket,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.22,0.04,0.41,0.08,0.16,0.17,0.21,0.43,0.86,0.68,3.26
uh-huh,co,inter,2,inter,inter,0,0,0,0,0,0,0,0,0,0,0.18,0,0.04,0.25,0.2,0.46,0.21,0.32,0.68,0.91,3.24
hand-me-down,rh,noun,3,,,0,0,0,0,0,0,0,0.05,0,0.05,0.13,0.16,0.04,0.29,0.08,0.42,0.46,0.24,0.54,0.78,3.22
fly-by-night,so,adj,3,,,0,0,0,0,0,0,0.05,0,0.05,0.05,0.13,0.35,0.57,0.53,0.29,0.25,0.42,0.04,0.32,0.1,3.15
play-by-play,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0.25,0.24,0.25,0.29,0.67,0.5,0.68,3.08
matter-of-course,rh,adj,3,,,0,0,0.29,0.06,0.3,0.12,1.02,0.34,0.34,0.23,0.18,0.12,0.04,0,0.04,0,0,0,0,0,3.08
one-of-a-kind,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.21,0.59,0.89,1.25,3.03
up-to-the-minute,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0.13,0.12,0.33,0.25,0.53,0.13,0.25,0.32,0.64,0.27,2.96
hard-and-fast,co,adj,3,,,0,0,0,0,0,0,0,0.05,0.29,0.41,0.53,0.27,0.12,0.21,0.37,0.13,0.04,0.16,0.21,0.14,2.92
work-a-day,rh,adj,3,,,0,0,0.07,0.06,0.12,0.12,0.22,0.59,0.24,0.23,0.53,0.19,0.24,0.16,0.04,0,0.04,0.04,0,0,2.9
line-of-battle,rh,adj,3,,,0,0.14,0.65,0.25,0.42,0.35,0.16,0.15,0.29,0.09,0.04,0,0.08,0.12,0.08,0.04,0,0,0,0,2.89
light-and-shade,co,adj,3,,,0,0,0,0,0,0,0.05,0.05,2.33,0,0,0.04,0,0.41,0,0,0,0,0,0,2.88
goody-goody,co,noun,2,noun,noun,0,0,0,0,0,0,0.16,0.05,0.29,0.27,0.4,0.35,0.2,0.21,0.08,0.13,0.25,0.16,0.11,0.2,2.86
get-rich-quick,NA,adj,3,,,0,0,0,0,0,0,0,0,0,0.09,0.35,0.62,0.2,0.21,0.12,0.29,0.25,0.28,0.18,0.24,2.83
dyed-in-the-wool,rh,adj,4,,,0,0,0,0,0,0.06,0,0.05,0.05,0.09,0.26,0.47,0.41,0.12,0.12,0.17,0.34,0.32,0.18,0.2,2.83
double-check,NA,verb,2,adv,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0.21,0.59,0.51,0.5,0.78,2.79
mind-and-heart,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,2.79
thick-skinned,rh,adj,2,adj,N-ed,0,0,0.07,0.06,0.3,0.12,0.38,0.05,0.1,0.18,0.09,0.04,0.24,0.08,0.12,0.17,0.13,0.16,0.18,0.3,2.77
air-to-air,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.63,0.13,1.11,0.29,0.34,2.77
pepper-and-salt,co,adj,3,,,0,0,0.07,0.19,0.06,0.18,0.11,0.1,0.39,0.09,0.04,0.47,0.2,0.04,0.08,0.25,0.17,0.04,0.11,0.17,2.75
next-to-last,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.24,0.21,0.2,0.25,0.42,0.36,0.61,0.41,2.73
out-of-towners,NA,noun,3,,,0,0,0,0,0,0,0,0,0,0,0,0.12,0.2,0.29,0.37,0.17,0.21,0.36,0.32,0.64,2.67
cat-and-mouse,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.26,0.08,0.12,0.21,0.24,0.38,0.29,0.36,0.29,0.44,2.66
hit-or-miss,co,adj,3,,,0,0,0,0,0.06,0.06,0.05,0,0.05,0.32,0.09,0.31,0.2,0.41,0.2,0.42,0.13,0.12,0.07,0.17,2.66
lower-middle-class,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0.05,0,0.04,0.04,0.25,0.24,0.63,0.63,0.28,0.14,0.34,2.63
back-and-forth,co,noun,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.08,0.2,0.13,0.25,0.4,0.36,1.15,2.6
top-of-the-line,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.79,0.68,0.91,2.59
hard-hit,rh,adj,2,adj,noun,0,0,0,0,0,0,0,0,0,0,0.09,0,0.16,0.33,0.49,0.13,0.42,0.4,0.32,0.24,2.57
know-it-all,rh,adj,3,,,0,0,0,0,0,0,0,0.05,0,0,0.04,0.04,0.16,0.16,0.08,0.46,0.29,0.24,0.57,0.44,2.54
out-of-work,rh,adj,3,,,0,0,0,0,0,0.06,0,0,0.05,0.05,0.04,0.12,0.24,0.04,0.04,0.17,0.46,0.59,0.47,0.2,2.53
song-and-dance,co,adj,3,,,0,0,0,0,0,0,0,0.05,0.05,0,0.09,0.08,0.04,0.29,0.41,0.46,0.25,0.28,0.21,0.3,2.51
husband-and-wife,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.37,0.21,0.21,0.4,0.54,0.47,2.44
salt-and-pepper,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.04,0.16,0.25,0.25,0.2,0.43,0.88,2.41
once-in-a-lifetime,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.13,0.38,0.4,0.61,0.85,2.39
stir-fry,co,verb,2,v,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.16,1.25,0.88,2.33
baby-sit,so,verb,2,noun,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.13,0.36,0.64,0.78,2.32
person-to-person,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.12,0.21,0.29,0.42,0.34,0.28,0.39,0.24,2.31
tongue-in-cheek,so,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.12,0.2,0.29,0.21,0.36,0.47,0.61,2.3
by-the-by,co,adj,3,,,0,0,0.44,0.44,0.49,0.18,0.38,0.2,0.05,0.09,0,0.04,0,0,0,0,0,0,0,0,2.29
bed-and-breakfast,co,noun,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.08,0,0.12,0.72,1.32,2.28
tried-and-true,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0.16,0.13,0.04,0.36,0.89,0.61,2.27
stay-at-homes,rh,adj,3,,,0,0,0,0,0,0,0.11,0.1,0.05,0.27,0.09,0.19,0.24,0.41,0.41,0.13,0.08,0.12,0.04,0.03,2.27
jack-in-the-box,rh,noun,4,,,0,0,0,0,0,0,0.05,0.1,0.05,0.18,0.13,0.23,0.16,0.33,0.16,0.21,0.17,0.28,0.14,0.07,2.27
green-and-white,co,adj,3,,,0,0,0,0,0,0.06,0,0,0,0.05,0.13,0.08,0.24,0.12,0.16,0.21,0.29,0.4,0.21,0.3,2.26
out-of-court,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.12,0.25,0.38,1.03,0.21,0.17,2.24
state-controlled,so,adj,2,noun,V-ed,0,0,0,0,0,0,0,0,0,0,0.04,0,0.08,0.16,0.08,0.29,0.42,0.67,0.14,0.34,2.24
down-and-out,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.09,0.04,0.12,0.33,0.33,0.08,0.04,0.36,0.29,0.54,2.21
trial-and-error,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0.13,0.16,0.41,0.08,0.33,0.13,0.42,0.16,0.21,0.17,2.19
cloth-of-gold,rh,adj,3,,,0,0,0,0.06,0,0.06,0.11,0.25,0.15,0,0.18,0.16,0.12,0.08,0.2,0.08,0.17,0.12,0,0.44,2.17
out-of-control,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.13,0.08,0.28,0.5,1.08,2.15
fee-for-service,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.21,0.24,1.36,0.2,2.09
over-the-top,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,1.66,2.09
prisoner-of-war,so,noun,3,,,0,0,0,0,0.12,0,0,0,0,0,0.04,0.08,0,0.21,0.65,0.13,0.38,0.2,0.21,0.07,2.08
fine-tune,so,verb,2,adj,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.47,0.82,0.64,2.07
cause-and-effect,co,adj,3,,,0,0,0,0,0,0,0,0,0,0.05,0,0.04,0,0,0.2,0.13,0.46,0.63,0.21,0.3,2.03
year-to-year,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.08,0.24,0.25,0.17,0.43,0.18,0.37,2.01
word-of-mouth,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0.12,0.21,0.37,0.29,0.13,0.24,0.29,0.3,1.98
right-to-life,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.59,0.59,0.57,0.17,1.97
red-white-and-blue,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0.12,0.12,0.33,0.34,0.28,0.36,0.2,1.95
master-at-arms,so,noun,3,,,0,0,0.07,0.06,0,0.06,0.05,0,0.15,0.09,0.13,0.35,0,0.08,0.08,0.54,0.04,0.16,0,0.03,1.91
life-or-death,co,adj,3,,,0,0,0,0,0,0.12,0,0,0,0,0,0.08,0,0.12,0.12,0.21,0.13,0.43,0.29,0.41,1.9
touch-and-go,co,adj,3,,,0,0,0.07,0,0.06,0,0.11,0.05,0.1,0,0.13,0.19,0.04,0.12,0.16,0.17,0.25,0.12,0.14,0.17,1.89
conflict-of-interest,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.46,0.42,0.32,0.21,0.1,1.84
coming-of-age,rh,adj,3,,,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.08,0.04,0.12,0,0.04,0.2,0.5,0.74,1.82
easy-to-use,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.13,0.16,0.47,0.95,1.82
hard-to-get,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.41,0.25,0.08,0.4,0.14,0.17,1.82
not-for-profit,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.04,0.17,0.36,0.57,0.57,1.79
winner-take-all,rh,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.04,0.16,0,0.76,0.2,0.14,0.34,1.72
cash-and-carry,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.41,0.08,0.21,0.17,0.12,0.04,0.03,1.71
point-to-point,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.12,0.2,0.08,0.49,0.04,0.04,0.16,0.43,0.1,1.66
wait-and-see,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.25,0.24,0.21,0.13,0.2,0.25,0.3,1.62
lilies-of-the-valley,rh,noun,4,,,0,0,0,0.06,0,0.06,0,0.1,0.05,0.18,0.4,0.35,0.12,0.12,0.04,0,0.04,0,0,0.03,1.56
catch-as-catch-can,rh,adj,4,,,0,0,0,0,0,0,0,0,0.05,0.18,0.09,0.12,0.16,0.29,0.24,0.08,0.04,0.12,0.11,0.03,1.51
state-by-state,co,adj,3,,,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.12,0.25,0.17,0.12,0.39,0.3,1.43
hole-in-the-wall,rh,noun,4,,,0,0,0,0,0,0,0,0,0,0,0.09,0,0.12,0.12,0.12,0.13,0.13,0.12,0.29,0.27,1.38
jack-of-all-trades,rh,noun,4,,,0,0,0,0,0.06,0,0,0,0.05,0.09,0.04,0.08,0,0.21,0.12,0.08,0.13,0.2,0.14,0.14,1.33
how-do-you-do,rh,noun,4,,,0,0,0,0,0.06,0,0,0.05,0.1,0.27,0.13,0.19,0.12,0.08,0.16,0.08,0,0,0,0.03,1.29
side-step,so,verb,2,noun,v,0,0,0,0,0,0,0,0,0.1,0.09,0.31,0.23,0.04,0.08,0.08,0.08,0.04,0.08,0,0.07,1.21
stick-in-the-mud,rh,noun,4,,,0,0,0,0,0,0,0,0.05,0.05,0,0,0.23,0.2,0.25,0.08,0,0.17,0.12,0.04,0,1.19
shilly-shally,co,verb,2,v,v,0,0,0.07,0.06,0.12,0.18,0.16,0.1,0.15,0.05,0,0,0.08,0.04,0,0,0.08,0,0.04,0.03,1.16
go-as-you-please,rh,adj,4,,,0,0,0,0,0,0,0,0.2,0.19,0.18,0.18,0.08,0.12,0.04,0,0,0,0,0,0.03,1.02
hide-and-go-seek,co,noun,4,,,0,0,0,0,0.12,0,0,0,0.1,0,0.13,0.12,0,0.08,0,0.08,0,0.04,0.21,0.14,1.02
one-size-fits-all,rh,adj,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.51,0.97
